film_title,release_year,genres_raw,combined_tags,description,movieID,tsne_x,tsne_y
Happy Gilmore,1996,Comedy,test tag golf Adam Sandler,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",M_104,-46.01283,29.230076
"Bridges of Madison County, The",1995,"Drama, Romance",,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,M_105,-18.668478,8.258598
Nobody Loves Me (Keiner liebt mich),1994,"Comedy, Drama",,"On the brink of her 30th birthday, Fanny feels the door to marital happiness closing on her. She is obsessed with death and even visits evening classes on dying, so it seems fitting that she encounters a skeleton in the malfunctioning elevator of her apartment building. The skeleton is her neighbour Orfeo, a Black, gay, self-declared psychic, who convinces her that she is about to meet ""him"". But is it really Lothar, the new yuppie apartment manager ...?",M_106,-37.477768,6.415828
Muppet Treasure Island,1996,"Adventure, Children, Comedy, Musical",muppets,"After telling the story of Flint's last journey to young Jim Hawkins, Billy Bones has a heart attack and dies just as Jim and his friends are attacked by pirates. The gang escapes into the town where they hire out a boat and crew to find the hidden treasure, which was revealed by Bones before he died. On their voyage across the seas, they soon find out that not everyone on board can be trusted.",M_107,28.716883,12.637707
Catwalk,1996,Documentary,,"A documentary following Christy Turlington and other models during spring fashion week in Milan, Paris and New York.",M_108,-20.884161,29.420378
Braveheart,1995,"Action, Drama, War",beautiful scenery epic historical inspirational Medieval mel gibson Oscar (Best Cinematography) revenge sword fight Scotland,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",M_110,21.22926,44.81679
Taxi Driver,1976,"Crime, Drama, Thriller",assassination,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,M_111,31.290916,-46.80209
Rumble in the Bronx (Hont faan kui),1995,"Action, Adventure, Comedy, Crime",,"Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head.",M_112,-18.03997,-44.016663
Before and After,1996,"Drama, Mystery",,Two parents deal with the effects when their son is accused of murdering his girlfriend.,M_113,8.33094,-34.062267
Anne Frank Remembered,1995,Documentary,Holocaust,"Using previously unreleased archival material in addition to contemporary interviews, this academy award-winning documentary tells the story of the Frank family and presents the first fully-rounded portrait of their brash and free-spirited daughter Anne, perhaps the world's most famous victim of the Holocaust. Written by Dawn M. Barclift",M_116,-17.751211,47.60982
"Young Poisoner's Handbook, The",1995,"Crime, Drama",,"Graham Young is a teenage misfit living in suburban London in the 1960s. He hates his stepmother but loves chemistry, and the two impulses unite in a wicked plot to slowly poison her. After she dies, he's found guilty and sent to a psychiatric hospital, where an idealistic doctor thinks he can be cured.",M_117,-19.845058,-21.748856
If Lucy Fell,1996,"Comedy, Romance",,"Joe and Lucy are roommates and best friends. Lucy, whose love life is embarrassingly dull, convinces Joe, who is infatuated with a neighbor he's never met, that if they don't have stable romances within a month, they must jump off the Brooklyn Bridge.",M_118,-47.790535,-11.065655
"Steal Big, Steal Little",1995,Comedy,,"Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So when Mona leaves her fortune and estate to Ruben it starts a battle between brothers that soon leads to madness, mayhem, and even attempted murder. On Ruben's side is Lou Perilli an ex-Chicago cop and used car dealer who knows the law - and how to get around it. On Robby's side is ruthless businessman Reed Tyler, who is out to turn a swift profit on Mona's property. Walking a shifty line between them is Eddie Agopian, the family lawyer, who doesn't care which side wins as long as he's on the winner's side. But whether they're stealing big or stealing little, they're all stealing in this hilarious comedy about greed, power... and brotherly love.",M_119,-13.323933,-41.665157
"Boys of St. Vincent, The",1992,Drama,,"The true story of boys being sexually abused at their orphanage, run by a religious community in Newfoundland.",M_121,-23.982063,7.7008615
Boomerang,1992,"Comedy, Romance",dating,"Marcus is a successful advertising executive who woos and beds women almost at will. After a company merger he finds that his new boss, the ravishing Jacqueline, is treating him in exactly the same way. Completely traumatised by this, his work goes badly downhill.",M_122,-28.400362,-6.6220026
Chungking Express (Chung Hing sam lam),1994,"Drama, Mystery, Romance",,"Two melancholic Hong Kong policemen fall in love: one with a mysterious underworld figure, the other with a beautiful and ethereal server at a late-night restaurant.",M_123,-0.82474464,-34.42003
Flirting With Disaster,1996,Comedy,,"Adopted as a child, new father Mel Colpin decides he cannot name his son until he knows his birth parents, and determines to make a cross-country quest to find them. Accompanied by his wife, Nancy, and an inept yet gorgeous adoption agent, Tina, he departs on an epic road trip that quickly devolves into a farce of mistaken identities, wrong turns, and overzealous and love-struck ATF agents.",M_125,-28.654978,-25.059265
"NeverEnding Story III, The",1994,"Adventure, Children, Fantasy",,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.,M_126,19.755453,26.745192
Jupiter's Wife,1994,Documentary,,"Michel Negroponte, a documentary filmmaker, meets Maggie one day in Central Park. Maggie claims to be married to the god Jupiter and the daughter of actor Robert Ryan. Michel gets to know Maggie over the next couple of years, and attempts to use her often outlandish stories as clues to reconstruct her past. - Written by James Meek",M_128,-24.94595,31.42864
Pie in the Sky,1996,"Comedy, Romance",,A young man obsessed with traffic patterns attempts to reunite with his first love.,M_129,-21.854782,-1.6672908
Jade,1995,Thriller,,"Someone does a nasty hatchet job on a San Francisco big shot and the Assistant D.A. takes charge of the investigation. Through a web of blackmail and prostitution involving the Governor, an old lover of the lawman emerges as a prime suspect and he has to deal with his personal feelings as well as the case.",M_132,19.711035,-47.31321
Down Periscope,1996,Comedy,,"Maverick Navy lieutenant Tom Dodge will never be a textbook officer, but he's a brilliant seaman who's always wanted to command a nuclear submarine — he's been given one last chance to clean up his record. Unfortunately, Admiral Graham, his nemesis, would rather sink the fleet than give Dodge his own boat. So, Graham stacks the deck against him and assigns Dodge to the Stingray, a diesel-powered WW2 submarine that can barely keep afloat. To make matters worse, Dodge's crew is a collection of maladjusted, mistake-prone misfits. Then, he's tagged the ""enemy"" in a crucial war game, and ordered to take on the U.S. Navy's best.",M_135,17.507914,11.446632
Man of the Year,1995,Documentary,,"First-time director Dirk Shafer also penned this raucous ""mockumentary,"" a blend of fact and fiction that re-creates his 1992 reign as Playgirl magazine's Centerfold of the Year. When Shafer chooses to keep the fact that he's gay a secret from the magazine's editors, he finds himself living the ultimate lie -- and incapable of giving female readers what they really want. Will he succumb to his lover's pressures to come out of the closet?",M_137,-15.807661,40.035828
